video_id,username,video_description,hashtag_names,view_count,like_count,comment_count,share_count,create_time,region_code,music_id,voice_to_text,url,retrieval,availability,profile.likes_count,profile.video_count,profile.avatar_url,profile.bio_description,profile.display_name,profile.follower_count,profile.following_count,profile.is_verified,addiction_language,addiction_nssi,addiction_relapsing,addiction_sobriety,algospeak,algospeak_abbreviation,algospeak_symbols,algospeak_coverup,algospeak_misspelling,algospeak_characters,algospeak_term,explicit_language,explicit_cut,explicit_instrument,explicit_scars,explicit_self_harm,visible_scars,scars_bandaged,scars_drawn,scars_fresh,scars_healed,signaling,signaling_abstract,signaling_blood,signaling_body,signaling_clothing,signaling_imagery,signaling_lyric,signaling_summer,trigger_warning
shscars142,dust_dusk_analis_13,#CapCut #shscars #shstruggles ,"['shscars', 'capcut', 'shstruggles']",5,3,0,0,1714954516,US,7.37E+18,,https://www.tiktok.com/@dust_dusk_analis_13/video/7365673517116935470,Downloaded,Available,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawareness120,dyingonth3insid3,long sleeve summer <<< #fypã‚·ã‚š #relatable #shawareness #viral #vent ,"['relatable', 'viral', 'vent', 'shawareness', 'fypã‚·ã‚š']",13,198,85,0,1716223792,GB,7.34E+18,,https://www.tiktok.com/@dyingonth3insid3/video/7371125028794010912,Downloaded,Available,61021,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=6596&refresh_token=f4866d41334372ca4f0f3a25e9e5c530&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,No bio yet,user73939341444,2267,36,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
shrecovey148,ellersinacco,Real #real #scars #tired #shrecovey #fyp ,"['real', 'tired', 'scars', 'fyp', 'shrecovey']",0,47,11,0,1715847262,FI,7.28E+18,,https://www.tiktok.com/@ellersinacco/video/7369507797605666081,Downloaded,Available,102282,181,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/47b5c25f7b51b15460083f760022d8bf~c5_168x168.jpeg?lk3s=a5d48078&nonce=25934&refresh_token=99c524aee34f54021ad7c2698570fbdd&x-expires=1723060800&x-signature=2zxw1LHy9R0aJqJ33RoqfTwsIH0%3D&shp=a5d48078&shcp=8aecc5ac,"üëª: varpulainen
üìçespoo/jeda
Hmuüó£Ô∏èüî•",Uranus ñ£Ç,473,165,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrec0very101,ellieslife_xx,Keep going my little soldiers.  One day you will win this war. #shrec0very #addictionrecovery #sh #shrecoveryawareness #fy #clean #fyp ,"['clean', 'sh', 'fy', 'fyp', 'addictionrecovery', 'shrec0very', 'shrecoveryawareness']",229,357,19,0,1716141167,GB,7.36E+18,,https://www.tiktok.com/@ellieslife_xx/video/7370770158660357409,Downloaded,Available,399824,241,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/3c601e680c02a111cb26b441fd49d04d~c5_168x168.jpeg?lk3s=a5d48078&nonce=61050&refresh_token=b63099e4c66de0ff362eaa40fcac798f&x-expires=1723060800&x-signature=e%2Fm7%2BwcJBjUivu1KXVFwyknLQ4o%3D&shp=a5d48078&shcp=8aecc5ac,"Get strong and live a balanced life with me 
18
Insta - ellieslife_xx",Ellie‚Äôs life üòô,3061,133,FALSE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrecovey121,em.vanvoorhis,ur sign to stay here!!!! <3 #mentalhealthmatters #shrecovey #mentalhealthawareness ,"['mentalhealthmatters', 'mentalhealthawareness', 'shrecovey']",1,172,9,0,1716076919,US,7.28E+18,,https://www.tiktok.com/@em.vanvoorhis/video/7370494193749282090,Downloaded,Available,2181,32,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d652820412750383993a9a7195dd0699~c5_168x168.jpeg?lk3s=a5d48078&nonce=45288&refresh_token=892e2b7cfced16dc0f7c23ac43cf8c33&x-expires=1723060800&x-signature=XxLFTkGb9HfUzHK%2BC00ekmum4KQ%3D&shp=a5d48078&shcp=8aecc5ac,‚ôíÔ∏è,emilee,84,646,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
sh128,ema2validdd,I love you. #sh #relationship #wtf #relateable #school #relapse #mentalissues #fyp #family #friends ,"['school', 'family', 'friends', 'wtf', 'relationship', 'sh', 'relapse', 'relateable', 'fyp', 'mentalissues']",1,32,14,0,1716245947,US,7.36481E+18,,https://www.tiktok.com/@ema2validdd/video/7371220159673142574,Downloaded,Available,2375,12,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/319c27b50fe890cb8951262d562ad190~c5_168x168.jpeg?lk3s=a5d48078&nonce=83870&refresh_token=bc5269d443734408607fe32d5b81a2e0&x-expires=1723060800&x-signature=UANB0F%2F3lPWbb3%2FEYl5HitK7Gog%3D&shp=a5d48078&shcp=8aecc5ac,"STEP,JUS,ü´∂üèΩ
Jenalisü§ûüèΩ
üíäü©∏üìè‚ô°
Mi alma esta cansada..",ñ£Ç,143,164,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawareness110,es.ilaxo,I tripped over my abayaâœŠðŸ»ðŸ˜” #bestfriend #shawareness #mentalhealthmatters ##realshit##foryoupage##fyp##fy@@ð–£‚,"['bestfriend', 'realshit', 'fy', 'fyp', 'mentalhealthmatters', 'shawareness', 'foryoupage']",78,125,19,0,1716237637,DE,7.36E+18,,https://www.tiktok.com/@es.ilaxo/video/7371184495208287520,Downloaded,Available,38096,47,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/950985261b2d2d6eee89312d9c79dcc3~c5_168x168.jpeg?lk3s=a5d48078&nonce=16853&refresh_token=c5efe2732af763ee223f7175678812e5&x-expires=1723060800&x-signature=qRAiHYBBoQlU%2B0Xta3W2BCdyFNE%3D&shp=a5d48078&shcp=8aecc5ac,‚òÖ: Àö‚Çä‚ÄßÍí∞·Éê ‚òÜ ‡ªíÍí± ‚Äß‚ÇäÀö,ñ£Ç,1336,3489,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shclean116,feralforjohnnieguilbert,"Its hard staying clean for so long but im happy im able to keep myself going someway somehow :,) #real #iamsober #shclean #07 #fyp ","['real', 'iamsober', 'fyp', '07', 'shclean']",2,30,21,0,1714949709,GB,7.36E+18,,https://www.tiktok.com/@feralforjohnnieguilbert/video/7365652842050243873,Downloaded,Available,,,,,,,,TRUE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh130,girlhood101._,#depressedtiktok #pov #foryou #fyp #boyfriend #hoplessromantic #pov #alone #foryoupage #prettygirls #beingagirl #sh #ilovehim #ed #girlhood ,"['alone', 'boyfriend', 'prettygirls', 'ilovehim', 'ed', 'sh', 'foryou', 'pov', 'fyp', 'beingagirl', 'hoplessromantic', 'girlhood', 'foryoupage', 'depressedtiktok']",31,44,2,0,1716245738,IE,7.35028E+18,,https://www.tiktok.com/@girlhood101._/video/7371219020042833184,Downloaded,Available,141,5,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/575fd98034d979c42eb979c66646bb6d~c5_168x168.jpeg?lk3s=a5d48078&nonce=93400&refresh_token=cb1f816903f8585f9f4afbf451e5dc36&x-expires=1723060800&x-signature=5wVVPlpm8u4n8qD2DG1NtyjAMK4%3D&shp=a5d48078&shcp=8aecc5ac,What no one says but we all experience,girlhood,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawarness134,grimreapersass,gotta hide my wrists now!! #fyp„Ç∑ #fyp #viralvideo #ilovebillkaulitz #getmefamous #getmefamous #grimreapersass #gay #FYPP #getthisonthefyp #ihateschool #blowthisup #fyppppppppppppppppppppppp #fypfypfypfypfypfypfypfypfypfypfyp #fypage #shawarness #ilovemadison #foryou #foryourpage ,"['gay', 'foryou', 'getmefamous', 'viralvideo', 'fyp', 'ihateschool', 'ilovemadison', 'blowthisup', 'foryourpage', 'fypage', 'fypp', 'getthisonthefyp', 'fyp„Ç∑', 'fypfypfypfypfypfypfypfypfypfypfyp', 'fyppppppppppppppppppppppp', 'shawarness', 'ilovebillkaulitz', 'grimreapersass']",0,6,1,0,1716071452,US,7.34E+18,,https://www.tiktok.com/@grimreapersass/video/7370470727700598062,Downloaded,Available,1765,115,https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e1b58176d8ebec8297f580918ab02f77~c5_168x168.jpeg?lk3s=a5d48078&nonce=94302&refresh_token=54f440710c93c848a9e8f928d3396ca2&x-expires=1723060800&x-signature=5jBKgpyHvSoQvdG4tT98%2FHRBVPg%3D&shp=a5d48078&shcp=8aecc5ac,"I love my gf
10.11.23 ü©∑
Sofia>>
#5 üòçüòç
philippians 4:13 ü§ç",lucy‚Ä†,151,392,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
shh118,grungezodiac,all of these are not things to be ashamed of #shh #sharm #fostercare #mentalhealth #poor #pwud #youmatter #addictionawareness #wockst‚òÖrz #addiction #xybcafyp #mentalhealthmatters ,"['addiction', 'shh', 'poor', 'youmatter', 'mentalhealth', 'sharm', 'mentalhealthmatters', 'fostercare', 'addictionawareness', 'xybcafyp', 'pwud', 'wockst‚òÖrz']",13,23,1,0,1716234500,US,7.27E+18,,https://www.tiktok.com/@grungezodiac/video/7371170986902801707,Downloaded,Available,44221,173,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/61b2a4abca211cba1e9c1abdd08e9edc~c5_168x168.jpeg?lk3s=a5d48078&nonce=97335&refresh_token=858730642a5aa93fa48c80a9b6530034&x-expires=1723060800&x-signature=TaJTfUkXDLr%2FTPDDAf0qonQxidc%3D&shp=a5d48078&shcp=8aecc5ac,3rd degree burn survivor and dx bpd,Punk/rock,610,72,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawareness135,hajraka1,#iamsober #shawareness #mentalhealthmatters ,"['iamsober', 'mentalhealthmatters', 'shawareness']",5,5,8,0,1716157583,GB,7.29E+18,,https://www.tiktok.com/@hajraka1/video/7370840650578726177,Downloaded,Available,112353,29,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=9050&refresh_token=cfbf4990339f069e9164db336f8d0d2f&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,No bio yet,user06248322718,788,184,FALSE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawareness115,halfwaydark,love the system ðŸŽ€ðŸŽ€ #camhsjokes #camhs #camhskid #shawareness ,"['shawareness', 'camhs', 'camhsjokes', 'camhskid']",3879,2555,678,8,1716232080,GB,7.28E+18,Goals. Actual goals af literally,https://www.tiktok.com/@halfwaydark/video/7371160632000843040,Downloaded,Available,12849,128,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/ab6fa840b1175fe2449f98f715beb908~c5_168x168.jpeg?lk3s=a5d48078&nonce=54661&refresh_token=b94afdd87fe52bd62af1367d42d179c5&x-expires=1723060800&x-signature=VMHa0Btl4Eyd4cT%2BKIQTJWwW4sI%3D&shp=a5d48078&shcp=8aecc5ac,16üè¥Û†ÅßÛ†Å¢Û†Å∑Û†Å¨Û†Å≥Û†Åøwlw+m,üçÉüíäü¶á,242,83,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
shrecovey134,hashtagsecretaccount1,so proud of mu self #shrecovey ,['shrecovey'],12,75,6,0,1715955854,GB,7.36E+18,,https://www.tiktok.com/@hashtagsecretaccount1/video/7369974228432604449,Downloaded,Available,174461,234,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b2010cdc09578a1fad24bb829052d037~c5_168x168.jpeg?lk3s=a5d48078&nonce=60329&refresh_token=7b00b7e0e88ad67faef5cbd47f9ce480&x-expires=1723060800&x-signature=lrcIlHQzjDsNbpQnrnSMqsoOpEs%3D&shp=a5d48078&shcp=8aecc5ac,"she/her
i let everything out on this account",rob,566,97,FALSE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawareness103,hey.it.cc,you would have thought lt was over by now but ig it's not  -tiktok this is for #awareness #shawareness #besafe #mentalhealthmatters ,"['besafe', 'awareness', 'mentalhealthmatters', 'shawareness']",1,2,0,0,1716245379,US,6.98E+18,,https://www.tiktok.com/@hey.it.cc/video/7371216979836865823,Downloaded,Available,2109,232,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/43ad0478e6d41c0533b4d2b14ae37d91~c5_168x168.jpeg?lk3s=a5d48078&nonce=95936&refresh_token=ac089e211db14ce658c693ec1cf78528&x-expires=1723060800&x-signature=0YaJqxaYHZybXW05fcC%2FYbj%2BvcE%3D&shp=a5d48078&shcp=8aecc5ac,"üïä4/30/23 üïä
üïä7/21/20 üïä
engaged üíç",cc_baby,57,93,FALSE,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shh115,hiiiwannadie,21:06 #fyppp #fyp #real #relatable #vent #fr #roblox #shh ,"['relatable', 'real', 'fr', 'shh', 'roblox', 'fyp', 'vent', 'fyppp']",8,67,19,0,1716235605,GB,7.37E+18,,https://www.tiktok.com/@hiiiwannadie/video/7371175773811543329,Downloaded,Available,290,3,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/558f59587bfb4356390e069ef9c25415~c5_168x168.jpeg?lk3s=a5d48078&nonce=9908&refresh_token=9c770f9dd73104a8b63f83f0fe24df13&x-expires=1723060800&x-signature=OdlTKCSGN9XNxxshN5IWAFkS%2FNw%3D&shp=a5d48078&shcp=8aecc5ac,"ùë•ùë•ùë•ùë°ùëíùëõùë°ùëéùëêùëñùëúùëõ ñ£Ç
ùëôùëñùëô ùëùùëíùëíùëù
follows back",ü™´.,7,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawarness122,hrtzfy,just a post to keep me more motivated to stay clean üí™ (three weeks) #awareness#fyp#xyzbca#shawarness#viral#tt#foryoupage ,"['viral', 'tt', 'fyp', 'awareness', 'foryoupage', 'xyzbca', 'shawarness']",21,52,24,0,1716157159,NL,7.36E+18,,https://www.tiktok.com/@hrtzfy/video/7370838837343358240,Downloaded,Available,2912,34,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f41bf2870516531f7c66384c74c15a09~c5_168x168.jpeg?lk3s=a5d48078&nonce=33144&refresh_token=db39fb25af6f755201de7d584ecd1d1e&x-expires=1723060800&x-signature=Ardwlp57e2ORf1%2BKqA%2ByhCgWNjU%3D&shp=a5d48078&shcp=8aecc5ac,"Àô ‚ú©¬∞Àñ üé∂‚ãÜÔΩ°ÀöÍ©ú
13 ‚Äîüìé infp 
    ‚≠êÔ∏è‚≠êÔ∏è",faye‡±®‡ßé,286,67,FALSE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawarness102,httpsemelytjhueeee,#relatablecontent #mentalhealth #mhm #relatble #siawarness #bel1813 #shawarness ,"['mhm', 'relatble', 'mentalhealth', 'relatablecontent', 'shawarness', 'siawarness', 'bel1813']",23,10,0,0,1716243916,BE,7.07E+18,,https://www.tiktok.com/@httpsemelytjhueeee/video/7371211413978615073,Downloaded,Available,8074,456,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/4335ceb11d580bd1245ab7ae00c77e59~c5_168x168.jpeg?lk3s=a5d48078&nonce=28628&refresh_token=1240cab3901e3fa9b8fd02b8b2c58748&x-expires=1723060800&x-signature=PsoWMU%2BGC2xm2HiMJCCEkuqwFSA%3D&shp=a5d48078&shcp=8aecc5ac,"chapter 16
üïäÔ∏è03.10.2022üïäÔ∏è",Emelytjhuee,169,254,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selfinjuryawareness121,ilikeapplesandbananans,#hatemyselflol #ventingaccount #selfinjuryawareness #sadcore #venting #mentalhealth ,"['sadcore', 'mentalhealth', 'venting', 'selfinjuryawareness', 'hatemyselflol', 'ventingaccount']",0,48,13,0,1715297756,US,7.35E+18,,https://www.tiktok.com/@ilikeapplesandbananans/video/7367147732718456107,Downloaded,Available,3941,21,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1c31a201db69e26f3a52604610809c5a~c5_168x168.jpeg?lk3s=a5d48078&nonce=33081&refresh_token=90a05daa70a69692e426aa18ea16fcb1&x-expires=1723060800&x-signature=XK5eikl99QzWgTFQtBDl2fzNoP4%3D&shp=a5d48078&shcp=8aecc5ac,,guy,42,124,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
selfinjuryawareness114,ilikeapplesandbananans,#mentalhealth #venting #real #sharpobjects #selfinjuryawareness #fyp #tendingvideo #ventingaccount ,"['real', 'fyp', 'mentalhealth', 'venting', 'selfinjuryawareness', 'sharpobjects', 'ventingaccount', 'tendingvideo']",0,32,5,0,1715476071,US,7.28E+18,,https://www.tiktok.com/@ilikeapplesandbananans/video/7367913571394800942,Downloaded,Available,3941,21,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1c31a201db69e26f3a52604610809c5a~c5_168x168.jpeg?lk3s=a5d48078&nonce=23617&refresh_token=5c3b9fce0fbf264f81afe4e8814508e1&x-expires=1723060800&x-signature=XK5eikl99QzWgTFQtBDl2fzNoP4%3D&shp=a5d48078&shcp=8aecc5ac,,guy,42,124,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
shrecovering109,illbeokaysoonn,im sorry #viral_video #yxz #fyp #shtt #shrecovering #recovery #help.,"['help', 'recovery', 'fyp', 'shtt', 'yxz', 'viral_video', 'shrecovering']",0,35,3,0,1715886448,GB,7.12E+18,,https://www.tiktok.com/@illbeokaysoonn/video/7369676159925177633,Downloaded,Available,90,2,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=91988&refresh_token=4e620d0baa664f8547fc5e9a891dd41b&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,,üí§,0,0,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shclean115,im.in.ur.walls141,#sh #recovery #sober #iamsober #App #clean #shclean #15days #2weeks #mentalhealth  #memtalheathawearness #mentalhealthmatters #mh #relatable #fyp,"['relatable', 'clean', 'mh', 'sober', 'sh', 'app', 'recovery', 'iamsober', '2weeks', 'fyp', 'mentalhealth', '15days', 'mentalhealthmatters', 'memtalheathawearness', 'shclean']",15,110,20,0,1714998688,GB,7.36E+18,,https://www.tiktok.com/@im.in.ur.walls141/video/7365863252997213473,Downloaded,Available,,,,,,,,TRUE,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shawareness132,imdonewithlife444,#fyp #foryoupage #fypãƒ„ #relapse #iamsober #0days #razor #shawareness #mentalhealth ,"['razor', 'relapse', 'iamsober', 'fyp', 'mentalhealth', '0days', 'shawareness', 'foryoupage', 'fypãƒ„']",1,106,7,0,1716166666,US,7.33E+18,"Razor,Â IÂ can'tÂ waitÂ forÂ youÂ toÂ beÂ better I need you in my life and you're the biggest asshole I know and you're the only thing that makes sense to me",https://www.tiktok.com/@imdonewithlife444/video/7370879670453062955,Downloaded,Available,12991,59,https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1aecbf2b53cdbe023c82f022a01e13ec~c5_168x168.jpeg?lk3s=a5d48078&nonce=84528&refresh_token=4f92f0b3ad02efd54715c03f18e6ae1d&x-expires=1723060800&x-signature=kekUlEnfDyPgE3LSXnA415CXuAo%3D&shp=a5d48078&shcp=8aecc5ac,"Banned account: imdonewitheverything
This is for yall to vent in the comments",it‚Äôll be okay.,164,25,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
selfinjuryawareness109,imhereforeveryone0,dms open bbys #fyppppppppppppppppppppppp #dontletthisflop #positivity #selfinjuryawareness ,"['positivity', 'dontletthisflop', 'selfinjuryawareness', 'fyppppppppppppppppppppppp']",15,84,17,0,1715973729,GB,7.36E+18,,https://www.tiktok.com/@imhereforeveryone0/video/7370051024914042145,Downloaded,Available,33378,4,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_168x168.jpeg?lk3s=a5d48078&nonce=42449&refresh_token=3728f4146379eaa1a9e5978c53a63149&x-expires=1723060800&x-signature=Ew2WEZdMiW4RxCAiC4vchmU1oJ4%3D&shp=a5d48078&shcp=8aecc5ac,god‚ù§Ô∏è‚úùÔ∏è,ily allü´∂,1082,9,FALSE,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrecovering122,inofficialmi,#sober #10monthssoberüíØ #shrecovering #clean ,"['clean', 'sober', '10monthssoberüíØ', 'shrecovering']",0,1,0,0,1715353164,DE,7.36E+18,,https://www.tiktok.com/@inofficialmi/video/7367385718051720480,Downloaded,Available,996,61,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/8d278fd3fcdc777cbc4150a7e24e26bd~c5_168x168.jpeg?lk3s=a5d48078&nonce=3562&refresh_token=105413eb5b7b9d8a9567cda7643bb6dc&x-expires=1723060800&x-signature=ySZQE6sr2PvAN2EnjNbHbvX5UX0%3D&shp=a5d48078&shcp=8aecc5ac,,jake,64,381,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
shawareness129,ivy5827,#mentalhealthmatters #shawareness #mommyissues #mental ,"['mental', 'mommyissues', 'mentalhealthmatters', 'shawareness']",351,39,16,1,1716187110,PH,7.23E+18,,https://www.tiktok.com/@ivy5827/video/7370967490685406470,Downloaded,Available,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sh109,izzy2real.l,#fyp#life#xyzbca#?#vent#sh,"['life', 'sh', 'fyp', 'vent', '?', 'xyzbca']",12,42,17,0,1716247795,GB,7.18893E+18,,https://www.tiktok.com/@izzy2real.l/video/7371228042464644384,Downloaded,Available,,,,,,,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shrecovering101,jessiebrand6,#mentalhealth #mentalhealthmatters #mentalhealthawareness #mentalhealthtiktoks #mentalillness #bpd #bpdwarriorüíúüå∏ #bpdprincess #bpdtiktok‚ú® #borderlinepersonalitydisorder #bipolar #depressionanxiety #shrecovered #shrecoverry #shrecovering #sober #viral #trending #fyp #fyp„ÉÑ #fyp„Ç∑„Çöviral ,"['trending', 'viral', 'sober', 'bipolar', 'mentalillness', 'fyp', 'mentalhealth', 'mentalhealthmatters', 'mentalhealthawareness', 'bpd', 'depressionanxiety', 'borderlinepersonalitydisorder', 'fyp„ÉÑ', 'fyp„Ç∑„Çöviral', 'shrecovered', 'mentalhealthtiktoks', 'bpdprincess', 'bpdwarriorüíúüå∏', 'bpdtiktok‚ú®', 'shrecoverry', 'shrecovering']",1,17,0,0,1716248151,US,6.72E+18,,https://www.tiktok.com/@jessiebrand6/video/7371229633418808622,Downloaded,Available,33761,1207,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fac3aba2911a6037048d769f6ba09ea2~c5_168x168.jpeg?lk3s=a5d48078&nonce=34194&refresh_token=13844b2af3b4fbb88810cc2d48fac525&x-expires=1723060800&x-signature=BOIbll1j%2BhKs2%2FEnMl5QsPsuxy4%3D&shp=a5d48078&shcp=8aecc5ac,Proud momma of 3!! üíï Mental Health Worker/Mental Health Advocate ‚ù§Ô∏è,Jessie Brand,1488,1157,FALSE,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentalhealthmatters104,jessiebrand6,#mentalhealth #mentalhealthmatters #mentalhealthawareness #mentalhealthtiktoks #mentalillness #bpdwarriorüíúüå∏ #bpdprincess #bpdtiktok‚ú® #bpd #borderlinepersonalitydisorder #bipolar #ptsd #cptsd #depressionanxiety #letthemtalk #letthem #viral #trending #fyp #fyp„Ç∑„Çöviral #fyp„ÉÑ ,"['trending', 'viral', 'bipolar', 'mentalillness', 'fyp', 'mentalhealth', 'ptsd', 'letthem', 'letthemtalk', 'mentalhealthmatters', 'mentalhealthawareness', 'bpd', 'depressionanxiety', 'borderlinepersonalitydisorder', 'cptsd', 'fyp„ÉÑ', 'fyp„Ç∑„Çöviral', 'mentalhealthtiktoks', 'bpdprincess', 'bpdwarriorüíúüå∏', 'bpdtiktok‚ú®']",2,9,0,0,1716249257,US,6.98E+18,,https://www.tiktok.com/@jessiebrand6/video/7371234384571059502,Downloaded,Available,33761,1207,https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fac3aba2911a6037048d769f6ba09ea2~c5_168x168.jpeg?lk3s=a5d48078&nonce=37173&refresh_token=0c28acc9d1208c5806655e4c66532c8b&x-expires=1723060800&x-signature=BOIbll1j%2BhKs2%2FEnMl5QsPsuxy4%3D&shp=a5d48078&shcp=8aecc5ac,Proud momma of 3!! üíï Mental Health Worker/Mental Health Advocate ‚ù§Ô∏è,Jessie Brand,1488,1157,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
